severity,category,file,id,message
medium,enemy_sprite_ref,assets/data/enemies/boss_dungeon_set.json,BOSS_THE_DEPTHCALLER,Missing sprite asset for spr_boss_the_depthcaller
medium,enemy_sprite_ref,assets/data/enemies/boss_dungeon_set.json,BOSS_THE_INFERNO,Missing sprite asset for spr_boss_the_inferno
medium,enemy_sprite_ref,assets/data/enemies/boss_dungeon_set.json,BOSS_THE_PRISM,Missing sprite asset for spr_boss_the_prism
medium,enemy_sprite_ref,assets/data/enemies/boss_dungeon_set.json,BOSS_THE_SPOROCYTE,Missing sprite asset for spr_boss_the_sporocyte
medium,enemy_sprite_ref,assets/data/enemies/boss_dungeon_set.json,BOSS_THE_VOIDHOUND,Missing sprite asset for spr_boss_the_voidhound
medium,enemy_sprite_ref,assets/data/enemies/boss_palace_set.json,BOSS_ANCIENT_DRAKE,Missing sprite asset for spr_boss_ancient_drake
medium,enemy_sprite_ref,assets/data/enemies/boss_palace_set.json,BOSS_CHRONOWARDEN,Missing sprite asset for spr_boss_chronowarden
medium,enemy_sprite_ref,assets/data/enemies/boss_palace_set.json,BOSS_ELEMENTAL_LORDS,Missing sprite asset for spr_boss_elemental_lords
medium,enemy_sprite_ref,assets/data/enemies/boss_palace_set.json,BOSS_PROGENITOR_ENGINE,Missing sprite asset for spr_boss_progenitor_engine
medium,enemy_sprite_ref,assets/data/enemies/boss_palace_set.json,BOSS_VOID_EMPRESS,Missing sprite asset for spr_boss_void_empress
medium,enemy_sprite_ref,assets/data/enemies/boss_remnant_vault.json,BOSS_REMNANT_CUSTODIAN,Missing sprite asset for spr_boss_remnant_custodian
medium,enemy_sprite_ref,assets/data/enemies/boss_shrine_set.json,BOSS_GROWTH_WARDEN,Missing sprite asset for spr_boss_growth_warden
medium,enemy_sprite_ref,assets/data/enemies/boss_shrine_set.json,BOSS_HEAT_ELEMENTAL,Missing sprite asset for spr_boss_heat_elemental
medium,enemy_sprite_ref,assets/data/enemies/boss_shrine_set.json,BOSS_LIGHT_SERAPH,Missing sprite asset for spr_boss_light_seraph
medium,enemy_sprite_ref,assets/data/enemies/boss_shrine_set.json,BOSS_MASS_GOLEM,Missing sprite asset for spr_boss_mass_golem
medium,enemy_sprite_ref,assets/data/enemies/boss_shrine_set.json,BOSS_MOTION_SYLPH,Missing sprite asset for spr_boss_motion_sylph
medium,enemy_sprite_ref,assets/data/enemies/boss_shrine_set.json,BOSS_SHADOW_WRAITH,Missing sprite asset for spr_boss_shadow_wraith
medium,enemy_sprite_ref,assets/data/enemies/boss_shrine_set.json,BOSS_TIDE_LEVIATHAN,Missing sprite asset for spr_boss_tide_leviathan
medium,enemy_sprite_ref,assets/data/enemies/boss_shrine_set.json,BOSS_TIME_WEAVER,Missing sprite asset for spr_boss_time_weaver
medium,enemy_sprite_ref,assets/data/enemies/boss_tower_captains.json,BOSS_CAPTAIN_BRONT_KESSEL,Missing sprite asset for spr_boss_captain_bront_kessel
medium,enemy_sprite_ref,assets/data/enemies/boss_tower_captains.json,BOSS_CAPTAIN_CAEL_RORR,Missing sprite asset for spr_boss_captain_cael_rorr
medium,enemy_sprite_ref,assets/data/enemies/boss_tower_captains.json,BOSS_CAPTAIN_NULL_SCRIBE,Missing sprite asset for spr_boss_captain_null_scribe
medium,enemy_sprite_ref,assets/data/enemies/boss_tower_captains.json,BOSS_CAPTAIN_RESSA_VANE,Missing sprite asset for spr_boss_captain_ressa_vane
medium,enemy_sprite_ref,assets/data/enemies/boss_tower_captains.json,BOSS_CAPTAIN_SEAM_WARDEN_PRIME,Missing sprite asset for spr_boss_seam_warden_prime
medium,enemy_sprite_ref,assets/data/enemies/boss_tower_captains.json,BOSS_CAPTAIN_VENN_HOLT,Missing sprite asset for spr_boss_captain_venn_holt
medium,enemy_sprite_ref,assets/data/enemies/boss_tower_main.json,BOSS_ALEXANDER,Missing sprite asset for spr_boss_alexander
medium,enemy_sprite_ref,assets/data/enemies/boss_tower_main.json,BOSS_DAX_KAINE,Missing sprite asset for spr_boss_dax_kaine
medium,enemy_sprite_ref,assets/data/enemies/boss_tower_main.json,BOSS_MERCER,Missing sprite asset for spr_boss_mercer
medium,enemy_sprite_ref,assets/data/enemies/boss_tower_main.json,BOSS_SENTINEL,Missing sprite asset for spr_boss_sentinel
medium,enemy_sprite_ref,assets/data/enemies/boss_tower_main.json,BOSS_VOID_ARCHITECT,Missing sprite asset for spr_boss_void_architect
medium,enemy_sprite_ref,assets/data/enemies/boss_tower_main.json,BOSS_YAKOV_THORNE,Missing sprite asset for spr_boss_yakov_thorne
medium,enemy_sprite_ref,assets/data/enemies/enemy_capital_set.json,ENEMY_NULL_CASTER,Missing sprite asset for spr_enemy_null_caster
medium,enemy_sprite_ref,assets/data/enemies/enemy_capital_set.json,ENEMY_RECORD_SENTRY,Missing sprite asset for spr_enemy_record_sentry
medium,enemy_sprite_ref,assets/data/enemies/enemy_capital_set.json,ENEMY_VOID_ELITE,Missing sprite asset for spr_enemy_void_elite
medium,enemy_sprite_ref,assets/data/enemies/enemy_chrono_set.json,ENEMY_CHRONO_SCRIBE,Missing sprite asset for spr_enemy_chrono_scribe
medium,enemy_sprite_ref,assets/data/enemies/enemy_chrono_set.json,ENEMY_DRONE,Missing sprite asset for spr_enemy_drone
medium,enemy_sprite_ref,assets/data/enemies/enemy_chrono_set.json,ENEMY_PHASE_SCUTTLER,Missing sprite asset for spr_enemy_phase_scuttler
medium,enemy_sprite_ref,assets/data/enemies/enemy_dungeon_set.json,ENEMY_BLOOM_SPROUT,Missing sprite asset for spr_enemy_bloom_sprout
medium,enemy_sprite_ref,assets/data/enemies/enemy_dungeon_set.json,ENEMY_FUNGAL_HORROR,Missing sprite asset for spr_enemy_fungal_horror
medium,enemy_sprite_ref,assets/data/enemies/enemy_dungeon_set.json,ENEMY_GROWTH_LURKER,Missing sprite asset for spr_enemy_growth_lurker
medium,enemy_sprite_ref,assets/data/enemies/enemy_dungeon_set.json,ENEMY_VINE_SNAKE,Missing sprite asset for spr_enemy_vine_snake
medium,enemy_sprite_ref,assets/data/enemies/enemy_dustbelt_set.json,ENEMY_DUST_SCAVENGER,Missing sprite asset for spr_enemy_dust_scavenger
medium,enemy_sprite_ref,assets/data/enemies/enemy_dustbelt_set.json,ENEMY_DUST_SKIRMISHER,Missing sprite asset for spr_enemy_dust_skirmisher
medium,enemy_sprite_ref,assets/data/enemies/enemy_dustbelt_set.json,ENEMY_DUST_WASP,Missing sprite asset for spr_enemy_dust_wasp
medium,enemy_sprite_ref,assets/data/enemies/enemy_ember_set.json,ENEMY_EMBER_RUNNER,Missing sprite asset for spr_enemy_ember_runner
medium,enemy_sprite_ref,assets/data/enemies/enemy_ember_set.json,ENEMY_HEAT_CASTER,Missing sprite asset for spr_enemy_heat_caster
medium,enemy_sprite_ref,assets/data/enemies/enemy_ember_set.json,ENEMY_SLAG_MOTE,Missing sprite asset for spr_enemy_slag_mote
medium,enemy_sprite_ref,assets/data/enemies/enemy_frost_set.json,ENEMY_CHILL_CASTER,Missing sprite asset for spr_enemy_chill_caster
medium,enemy_sprite_ref,assets/data/enemies/enemy_frost_set.json,ENEMY_FROST_SKIRMISHER,Missing sprite asset for spr_enemy_frost_skirmisher
medium,enemy_sprite_ref,assets/data/enemies/enemy_frost_set.json,ENEMY_FROZEN_WATCHER,Missing sprite asset for spr_enemy_frozen_watcher
medium,enemy_sprite_ref,assets/data/enemies/enemy_mire_set.json,ENEMY_LEECHLING,Missing sprite asset for spr_enemy_leechling
medium,enemy_sprite_ref,assets/data/enemies/enemy_mire_set.json,ENEMY_MIRE_BULLY,Missing sprite asset for spr_enemy_mire_bully
medium,enemy_sprite_ref,assets/data/enemies/enemy_mire_set.json,ENEMY_SPORELING,Missing sprite asset for spr_enemy_sporeling
medium,enemy_sprite_ref,assets/data/enemies/enemy_obsidian_set.json,ENEMY_LAVA_HAZARD_UNIT,Missing sprite asset for spr_enemy_lava_hazard_unit
medium,enemy_sprite_ref,assets/data/enemies/enemy_obsidian_set.json,ENEMY_QUARRY_BRUTE,Missing sprite asset for spr_enemy_quarry_brute
medium,enemy_sprite_ref,assets/data/enemies/enemy_prism_set.json,ENEMY_CRYSTAL_RANGED,Missing sprite asset for spr_enemy_crystal_ranged
medium,enemy_sprite_ref,assets/data/enemies/enemy_prism_set.json,ENEMY_REFRACTION_IMAGE,Missing sprite asset for spr_enemy_refraction_image
medium,enemy_sprite_ref,assets/data/enemies/enemy_tide_set.json,ENEMY_BRINE_CASTER,Missing sprite asset for spr_enemy_brine_caster
medium,enemy_sprite_ref,assets/data/enemies/enemy_tide_set.json,ENEMY_LAMPJAW_EEL,Missing sprite asset for spr_enemy_lampjaw_eel
medium,enemy_sprite_ref,assets/data/enemies/enemy_tide_set.json,ENEMY_SCUTTLER,Missing sprite asset for spr_enemy_scuttler
medium,enemy_sprite_ref,assets/data/enemies/enemy_uplands_set.json,ENEMY_ROCK_BRUTE,Missing sprite asset for spr_enemy_rock_brute
medium,enemy_sprite_ref,assets/data/enemies/enemy_uplands_set.json,ENEMY_STRAY_WISP,Missing sprite asset for spr_enemy_stray_wisp
medium,enemy_sprite_ref,assets/data/enemies/enemy_uplands_set.json,ENEMY_WIND_CASTER,Missing sprite asset for spr_enemy_wind_caster
